Customer_ID,Region,Retention_Strategy,Recommended_Strategy,Risk_Level,LTV_Segment,Action_Priority,Churn_Probability,Projected_Churn,Lifetime_Value,Purchase_Frequency,Average_Order_Value,Engagement_Score,Most_Frequent_Category,Time_Between_Purchases
CUST_6PN7PQ,North America,Email Campaign,Loyalty Programs,Low Risk,High Value,Monitor,0.09,0.081,8040.06,17,30.15,0.88,Home,12
CUST_2FC486,South America,Discount,VIP Treatment,High Risk,High Value,Immediate Action,1.0,0.85,8922.5,16,46.37,0.859,Home,11
CUST_VYN3FD,North America,Loyalty Program,Discounts,Medium Risk,Low Value,Monitor,0.53,0.48760000000000003,680.59,2,165.43,0.283,Clothing,48
CUST_CMCKEB,Asia,Loyalty Program,Loyalty Programs,Low Risk,Medium Value,Monitor,0.14,0.12600000000000003,6520.19,17,159.36,0.891,Clothing,10
CUST_4NIP2X,Europe,Email Campaign,Standard Communication,High Risk,Medium Value,High Priority,0.97,0.97,5072.85,9,89.39,0.372,Clothing,65
CUST_IXDFFL,South America,Email Campaign,VIP Treatment,High Risk,High Value,High Priority,0.68,0.5780000000000001,8020.6,7,129.07,0.252,Home,77
CUST_LHRG0W,Asia,Discount,Standard Communication,Low Risk,Medium Value,Monitor,0.24,0.24,4976.37,15,85.78,0.423,Electronics,84
CUST_X471DE,Asia,Discount,Loyalty Programs,Low Risk,High Value,High Priority,0.2,0.18000000000000002,9821.56,18,24.28,0.738,Home,42
CUST_JJ4CZQ,Asia,Discount,VIP Treatment,High Risk,High Value,Immediate Action,0.91,0.7735,9014.6,9,150.9,0.248,Home,87
CUST_YSKCTI,Asia,Loyalty Program,Loyalty Programs,Low Risk,High Value,Monitor,0.23,0.20700000000000002,7018.88,10,38.95,0.729,Sports,6
CUST_P2OB3Z,Asia,Discount,Discounts,Medium Risk,Medium Value,High Priority,0.58,0.5336,5257.46,13,136.13,0.55,Home,52
CUST_Z8ODQB,South America,Loyalty Program,Discounts,Medium Risk,Low Value,Monitor,0.59,0.5428,816.41,14,154.29,0.756,Sports,20
CUST_3QFS2A,Asia,Email Campaign,Standard Communication,High Risk,Medium Value,High Priority,0.61,0.61,5812.02,2,130.0,0.317,Clothing,42
CUST_K1DUA7,Europe,Loyalty Program,Discounts,Medium Risk,Medium Value,High Priority,0.41,0.3772,6579.95,11,197.86,0.295,Clothing,88
CUST_OJT13J,Europe,Email Campaign,Loyalty Programs,Low Risk,Low Value,Maintain,0.08,0.07200000000000001,2192.96,18,116.15,0.889,Home,15
CUST_OIGYN3,Asia,Loyalty Program,VIP Treatment,High Risk,High Value,Immediate Action,0.79,0.6715,9168.34,14,85.56,0.835,Electronics,6
CUST_9MUWXV,North America,Email Campaign,VIP Treatment,High Risk,High Value,Immediate Action,0.77,0.6545,9658.28,15,168.16,0.653,Home,43
CUST_CHU2LE,South America,Loyalty Program,Discounts,Medium Risk,Medium Value,Monitor,0.31,0.2852,3400.39,18,174.32,0.828,Electronics,26
CUST_8555XB,Asia,Discount,Standard Communication,High Risk,Medium Value,High Priority,0.95,0.95,3939.79,13,82.98,0.398,Clothing,79
CUST_L5KD1Z,Europe,Email Campaign,Re-engagement Campaign,Low Risk,High Value,High Priority,0.27,0.2376,7459.45,1,76.39,0.054,Clothing,84
CUST_BEXPW4,Europe,Email Campaign,Standard Communication,Low Risk,Medium Value,Monitor,0.11,0.11,6102.81,9,93.65,0.647,Electronics,16
CUST_WM6S4V,South America,Discount,Discounts,Medium Risk,Low Value,Maintain,0.33,0.30360000000000004,1618.04,11,167.89,0.374,Home,74
CUST_YDWDX2,North America,Email Campaign,Standard Communication,High Risk,Low Value,Monitor,0.63,0.63,1020.24,19,110.25,0.646,Clothing,63
CUST_AWZ946,Europe,Email Campaign,VIP Treatment,High Risk,High Value,Immediate Action,0.95,0.8075,8785.4,18,109.2,0.8,Sports,31
CUST_2W1IL4,Europe,Discount,Standard Communication,High Risk,Low Value,High Priority,0.97,0.97,1822.79,10,159.12,0.707,Sports,10
CUST_97JC5I,Asia,Email Campaign,Discounts,Medium Risk,High Value,High Priority,0.37,0.34040000000000004,6745.49,5,56.39,0.216,Sports,74
CUST_JRTRTX,Europe,Discount,Discounts,Medium Risk,Medium Value,Monitor,0.32,0.2944,6084.96,2,103.09,0.103,Clothing,80
CUST_YS2TD3,Europe,Discount,Standard Communication,High Risk,Medium Value,High Priority,0.81,0.81,5938.68,19,179.32,0.685,Sports,56
CUST_2VD3QX,Europe,Loyalty Program,Discounts,Medium Risk,Medium Value,High Priority,0.56,0.5152000000000001,5453.85,17,157.79,0.74,Electronics,37
CUST_RDDYU0,Asia,Discount,Loyalty Programs,Low Risk,Medium Value,Monitor,0.03,0.027,4777.97,14,179.12,0.812,Clothing,10
CUST_UETP2T,North America,Discount,Standard Communication,High Risk,Medium Value,High Priority,0.77,0.77,6248.39,16,167.93,0.539,Home,68
CUST_KF77R5,Europe,Loyalty Program,Standard Communication,High Risk,Medium Value,High Priority,0.92,0.92,4132.34,9,36.08,0.31,Home,76
CUST_4BLONF,North America,Loyalty Program,Standard Communication,High Risk,Medium Value,High Priority,0.72,0.72,4375.07,18,72.11,0.929,Sports,8
CUST_FUXI8Q,North America,Discount,Discounts,Medium Risk,High Value,High Priority,0.54,0.4968000000000001,9371.31,17,103.64,0.571,Home,67
CUST_0LPFWE,Asia,Discount,VIP Treatment,High Risk,High Value,Immediate Action,0.91,0.7735,7927.83,12,153.81,0.389,Clothing,76
CUST_XS6EO1,South America,Discount,Standard Communication,High Risk,Low Value,High Priority,0.81,0.81,2820.63,13,166.6,0.387,Home,81
CUST_C296V3,Asia,Discount,Discounts,Medium Risk,High Value,High Priority,0.47,0.4324,9230.8,18,84.11,0.569,Sports,72
CUST_TCLHUG,North America,Discount,Standard Communication,High Risk,Low Value,High Priority,0.76,0.76,2542.07,18,37.47,0.906,Home,12
CUST_WZ47MF,Europe,Email Campaign,Loyalty Programs,Low Risk,Low Value,Maintain,0.28,0.25200000000000006,1490.79,16,25.37,0.882,Home,7
CUST_F5GLF7,Asia,Discount,Standard Communication,High Risk,Low Value,High Priority,0.91,0.91,2995.48,4,100.78,0.482,Electronics,22
CUST_92EBRB,Asia,Email Campaign,Standard Communication,Low Risk,High Value,High Priority,0.14,0.14,9798.44,10,128.64,0.611,Electronics,27
CUST_62KICU,South America,Loyalty Program,Standard Communication,High Risk,Medium Value,High Priority,0.98,0.98,4236.92,10,163.9,0.426,Sports,60
CUST_QFSOIE,South America,Email Campaign,Standard Communication,Low Risk,High Value,High Priority,0.23,0.23,9509.66,15,90.67,0.664,Sports,41
CUST_KB35HL,Asia,Email Campaign,Standard Communication,Low Risk,Low Value,Maintain,0.1,0.1,1579.1,5,183.44,0.525,Clothing,19
CUST_6GM7R2,Europe,Loyalty Program,Standard Communication,Low Risk,High Value,Monitor,0.05,0.05,7159.31,9,145.55,0.602,Electronics,24
CUST_A63S64,Europe,Loyalty Program,Standard Communication,Low Risk,Low Value,Maintain,0.28,0.28,1834.68,3,151.29,0.551,Electronics,5
CUST_EQ2WZE,Europe,Email Campaign,Standard Communication,High Risk,Medium Value,High Priority,0.96,0.96,3987.13,14,109.54,0.391,Home,85
CUST_WLYP2N,North America,Loyalty Program,Loyalty Programs,Low Risk,High Value,High Priority,0.1,0.09000000000000001,9853.35,16,45.37,0.887,Electronics,6
CUST_4M675N,Europe,Email Campaign,Discounts,Medium Risk,High Value,High Priority,0.41,0.3772,9472.68,7,48.23,0.471,Sports,38
CUST_I785UJ,North America,Loyalty Program,Discounts,Medium Risk,Low Value,Monitor,0.41,0.3772,1966.38,15,44.98,0.597,Clothing,53
CUST_9PH1V5,North America,Loyalty Program,Standard Communication,Low Risk,Medium Value,Monitor,0.11,0.11,4257.53,2,114.58,0.502,Sports,9
CUST_UB5B7G,North America,Discount,VIP Treatment,High Risk,High Value,Immediate Action,0.88,0.748,9385.64,2,38.68,0.519,Electronics,6
CUST_S8VK2R,Asia,Discount,Standard Communication,Low Risk,Medium Value,Monitor,0.26,0.26,4415.25,4,126.92,0.369,Sports,42
CUST_9EPHJZ,North America,Loyalty Program,Standard Communication,High Risk,Medium Value,High Priority,0.64,0.64,4184.42,6,130.39,0.467,Home,34
CUST_LZWF01,South America,Email Campaign,Discounts,Medium Risk,Low Value,Monitor,0.39,0.3588,1466.76,10,122.7,0.488,Sports,49
CUST_I6HPE9,Asia,Discount,Standard Communication,High Risk,Medium Value,High Priority,0.97,0.97,3894.97,19,143.07,0.938,Home,11
CUST_VO7098,Europe,Email Campaign,Standard Communication,Low Risk,High Value,High Priority,0.27,0.27,8623.08,10,66.06,0.589,Sports,31
CUST_Q6UPKD,South America,Email Campaign,Re-engagement Campaign,Low Risk,High Value,High Priority,0.28,0.24640000000000004,7813.69,2,158.77,0.294,Sports,46
CUST_1AWKB8,South America,Email Campaign,Re-engagement Campaign,Low Risk,High Value,Monitor,0.01,0.0088,7301.22,1,156.32,0.223,Clothing,54
CUST_C4WIDX,North America,Email Campaign,Re-engagement Campaign,Low Risk,High Value,Monitor,0.02,0.0176,9689.16,2,174.58,0.272,Sports,50
CUST_70D10Q,North America,Discount,VIP Treatment,High Risk,High Value,Immediate Action,0.72,0.612,7920.87,17,125.34,0.784,Home,29
CUST_3JVGIM,North America,Email Campaign,Standard Communication,Low Risk,Low Value,Maintain,0.13,0.13,672.02,3,110.56,0.438,Clothing,25
CUST_DHGKWJ,North America,Email Campaign,Discounts,Medium Risk,Low Value,Monitor,0.3,0.276,2319.28,1,72.18,0.47,Clothing,10
CUST_0WXETA,Europe,Discount,Re-engagement Campaign,Low Risk,High Value,Monitor,0.16,0.1408,8193.29,4,158.35,0.263,Clothing,61
CUST_MILV9V,North America,Loyalty Program,Standard Communication,Low Risk,High Value,High Priority,0.26,0.26,7413.4,18,25.45,0.541,Sports,77
CUST_5Q3TJ3,North America,Email Campaign,Loyalty Programs,Low Risk,Low Value,Maintain,0.27,0.24300000000000002,2161.36,18,77.15,0.884,Home,16
CUST_UHQAN3,North America,Discount,Re-engagement Campaign,Low Risk,High Value,Monitor,0.15,0.132,8158.81,5,29.57,0.182,Electronics,80
CUST_SYUHSU,North America,Loyalty Program,Standard Communication,High Risk,Medium Value,Immediate Action,0.92,0.92,5985.85,15,153.85,0.546,Electronics,62
CUST_066F3T,Europe,Discount,Discounts,Medium Risk,Medium Value,High Priority,0.53,0.48760000000000003,5405.15,3,134.42,0.219,Clothing,64
CUST_BH3LSN,North America,Loyalty Program,Loyalty Programs,Low Risk,Low Value,Maintain,0.09,0.081,892.49,19,129.49,0.899,Electronics,18
CUST_RSRT92,Europe,Email Campaign,Loyalty Programs,Low Risk,Low Value,Maintain,0.12,0.108,2230.5,19,182.26,0.966,Clothing,6
CUST_VXKXVB,Asia,Loyalty Program,VIP Treatment,High Risk,High Value,Immediate Action,0.74,0.629,9516.82,7,126.42,0.426,Clothing,46
CUST_O6ADHV,Europe,Discount,Standard Communication,High Risk,Low Value,High Priority,0.96,0.96,1420.53,10,88.94,0.443,Home,57
CUST_2YKE1R,Europe,Email Campaign,Standard Communication,High Risk,Medium Value,High Priority,0.71,0.71,4176.46,10,71.33,0.342,Home,75
CUST_UZK6S8,South America,Email Campaign,Standard Communication,High Risk,Low Value,Monitor,0.84,0.84,1148.27,10,137.12,0.426,Electronics,60
CUST_7SYF97,Asia,Loyalty Program,VIP Treatment,High Risk,High Value,Immediate Action,0.89,0.7565,7083.69,7,101.31,0.521,Electronics,29
CUST_OTROSW,South America,Loyalty Program,Standard Communication,Low Risk,High Value,Monitor,0.03,0.03,7933.58,8,126.67,0.553,Clothing,28
CUST_S7GSF5,Europe,Loyalty Program,Standard Communication,High Risk,Medium Value,High Priority,0.75,0.75,5812.79,6,80.55,0.377,Electronics,50
CUST_2U58HO,South America,Loyalty Program,Standard Communication,High Risk,Low Value,High Priority,0.93,0.93,3243.6,11,72.68,0.711,Sports,14
CUST_DKZWCX,Asia,Loyalty Program,Discounts,Medium Risk,Medium Value,High Priority,0.55,0.5060000000000001,4504.8,4,143.0,0.212,Home,70
CUST_H6J159,Asia,Loyalty Program,Standard Communication,High Risk,Low Value,High Priority,0.89,0.89,2451.06,9,59.12,0.507,Home,41
CUST_S7DC53,North America,Loyalty Program,Standard Communication,Low Risk,Medium Value,Monitor,0.26,0.26,5952.95,1,93.24,0.318,Electronics,37
CUST_NUIG34,North America,Discount,Standard Communication,High Risk,Medium Value,High Priority,0.7,0.7,6131.99,17,92.82,0.897,Electronics,9
CUST_6IVX2M,South America,Email Campaign,Loyalty Programs,Low Risk,Low Value,Maintain,0.04,0.036000000000000004,414.9,14,121.09,0.728,Electronics,25
CUST_AICXFU,Asia,Loyalty Program,Standard Communication,Low Risk,Low Value,Maintain,0.25,0.25,909.44,5,168.88,0.452,Home,32
CUST_XYPPBN,South America,Discount,Discounts,Medium Risk,Low Value,Monitor,0.54,0.4968000000000001,2927.24,9,181.77,0.377,Home,64
CUST_W7OM5N,Europe,Loyalty Program,Discounts,Medium Risk,Medium Value,High Priority,0.42,0.3864,6451.08,17,175.95,0.886,Clothing,11
CUST_PFBRN1,Europe,Discount,Standard Communication,High Risk,Low Value,Monitor,0.89,0.89,707.79,7,72.26,0.488,Electronics,35
CUST_Y65OIA,Europe,Loyalty Program,Standard Communication,Low Risk,High Value,Monitor,0.11,0.11,8504.39,7,89.05,0.415,Sports,48
CUST_MXB01S,South America,Email Campaign,Discounts,Medium Risk,Medium Value,Monitor,0.34,0.3128,5800.91,10,193.52,0.274,Electronics,87
CUST_1GEAAI,Asia,Discount,VIP Treatment,High Risk,High Value,Immediate Action,0.67,0.5695,8396.76,8,66.62,0.396,Sports,56
CUST_3CXJCC,North America,Loyalty Program,Discounts,Medium Risk,Medium Value,Monitor,0.49,0.45080000000000003,4755.42,14,139.63,0.588,Home,50
CUST_U8OSLU,Europe,Discount,Discounts,Medium Risk,Medium Value,High Priority,0.58,0.5336,4860.15,9,164.48,0.349,Home,69
CUST_W6XP9N,Asia,Loyalty Program,Standard Communication,High Risk,Medium Value,High Priority,0.61,0.61,6386.78,2,167.46,0.362,Electronics,34
CUST_1ZCSG3,South America,Loyalty Program,Loyalty Programs,Low Risk,Low Value,Maintain,0.08,0.07200000000000001,515.4,14,99.41,0.705,Sports,29
CUST_OPVYLG,South America,Email Campaign,Standard Communication,Low Risk,Low Value,Maintain,0.12,0.12,1232.64,1,29.46,0.436,Sports,16
CUST_YQ3092,Asia,Loyalty Program,Discounts,Medium Risk,Medium Value,High Priority,0.46,0.4232,6353.96,12,40.51,0.467,Clothing,62
CUST_8VKOQ3,Europe,Loyalty Program,Discounts,Medium Risk,Low Value,Monitor,0.55,0.5060000000000001,1072.25,19,166.17,0.831,Sports,30
CUST_OPJ5XG,North America,Discount,Re-engagement Campaign,Low Risk,Low Value,Maintain,0.14,0.12320000000000002,3022.44,1,59.67,0.049,Sports,85
CUST_VMMEX8,Europe,Email Campaign,Discounts,Medium Risk,Low Value,Monitor,0.55,0.5060000000000001,1499.18,16,22.92,0.612,Home,55
CUST_EREJIC,Europe,Loyalty Program,Loyalty Programs,Low Risk,Medium Value,Monitor,0.16,0.14400000000000002,3476.42,18,166.67,0.878,Sports,17
CUST_7MCFUQ,Europe,Discount,Re-engagement Campaign,Low Risk,Low Value,Maintain,0.25,0.22,1595.1,2,145.74,0.238,Sports,56
CUST_8YSY1D,Europe,Discount,Discounts,Medium Risk,High Value,High Priority,0.48,0.4416,7650.96,11,69.7,0.357,Clothing,77
CUST_AA8PYZ,Europe,Discount,Re-engagement Campaign,Low Risk,High Value,Monitor,0.05,0.044000000000000004,7731.59,8,39.25,0.227,Sports,86
CUST_94PJDG,Asia,Discount,Standard Communication,High Risk,Low Value,High Priority,0.97,0.97,368.8,18,76.99,0.901,Electronics,13
CUST_XNDMXR,North America,Loyalty Program,VIP Treatment,High Risk,High Value,Immediate Action,0.83,0.7054999999999999,9912.8,12,133.74,0.625,Home,34
CUST_KH5P1U,South America,Discount,Discounts,Medium Risk,Low Value,Monitor,0.58,0.5336,930.28,12,72.89,0.58,Sports,42
CUST_9VQX7T,Europe,Loyalty Program,Standard Communication,High Risk,Medium Value,High Priority,0.61,0.61,4464.39,5,112.66,0.351,Clothing,50
CUST_6S3XLU,South America,Loyalty Program,Standard Communication,Low Risk,High Value,High Priority,0.07,0.07,9853.74,13,79.11,0.387,Clothing,81
CUST_M136TY,Europe,Loyalty Program,Standard Communication,Low Risk,Low Value,Maintain,0.06,0.06,933.88,7,39.89,0.476,Clothing,37
CUST_6HWH5W,North America,Loyalty Program,VIP Treatment,High Risk,High Value,Immediate Action,0.67,0.5695,8979.36,4,85.77,0.341,Electronics,47
CUST_SEPBHO,Europe,Loyalty Program,Discounts,Medium Risk,Medium Value,Monitor,0.35,0.322,5294.45,15,109.13,0.827,Clothing,12
CUST_Y04UD6,South America,Email Campaign,Re-engagement Campaign,Low Risk,Medium Value,Monitor,0.13,0.1144,5658.01,1,129.75,0.29,Home,42
CUST_CJE3M4,Europe,Loyalty Program,Discounts,Medium Risk,High Value,High Priority,0.45,0.41400000000000003,8602.16,11,58.98,0.514,Clothing,49
CUST_DO57WT,Asia,Loyalty Program,Standard Communication,High Risk,Medium Value,High Priority,0.97,0.97,4017.04,3,93.99,0.444,Home,24
CUST_L1ER3V,North America,Loyalty Program,Discounts,Medium Risk,High Value,High Priority,0.43,0.3956,8540.57,7,63.05,0.195,Home,87
CUST_FHTQRM,South America,Discount,Standard Communication,High Risk,Low Value,High Priority,0.99,0.99,660.36,2,64.24,0.519,Sports,6
CUST_6VOX4R,South America,Email Campaign,Standard Communication,Low Risk,High Value,High Priority,0.26,0.26,9721.67,11,187.04,0.329,Electronics,82
CUST_C4PF2L,North America,Discount,Discounts,Medium Risk,Medium Value,Monitor,0.4,0.36800000000000005,3658.36,5,33.83,0.57,Sports,11
CUST_D7PHAG,Asia,Loyalty Program,Discounts,Medium Risk,High Value,High Priority,0.58,0.5336,9189.78,1,98.49,0.318,Clothing,37
CUST_WUCVYA,South America,Loyalty Program,Re-engagement Campaign,High Risk,Low Value,Monitor,0.85,0.748,561.81,1,127.8,0.274,Clothing,45
CUST_TD00MP,Europe,Loyalty Program,Discounts,Medium Risk,Low Value,Monitor,0.58,0.5336,3296.02,19,118.36,0.893,Sports,19
CUST_TEJFCH,Asia,Loyalty Program,VIP Treatment,High Risk,High Value,Immediate Action,0.99,0.8415,6927.86,8,174.87,0.334,Electronics,67
CUST_XA4KJU,South America,Loyalty Program,Discounts,Medium Risk,High Value,High Priority,0.4,0.36800000000000005,8726.66,8,105.45,0.418,Clothing,52
CUST_R1JZY3,Europe,Discount,Loyalty Programs,Low Risk,Medium Value,Monitor,0.18,0.162,5489.75,16,155.48,0.803,Sports,21
CUST_1T7F9B,Europe,Loyalty Program,Discounts,Medium Risk,High Value,High Priority,0.48,0.4416,8487.61,1,151.39,0.442,Clothing,15
CUST_4RDCAV,South America,Loyalty Program,Discounts,Medium Risk,Medium Value,High Priority,0.53,0.48760000000000003,4763.67,9,84.51,0.383,Home,63
CUST_L5B2LT,Europe,Email Campaign,Discounts,Medium Risk,Low Value,Monitor,0.45,0.41400000000000003,3349.36,19,54.95,0.725,Home,49
CUST_AGC9JS,South America,Loyalty Program,Discounts,Medium Risk,High Value,High Priority,0.4,0.36800000000000005,7134.56,3,122.43,0.276,Home,54
CUST_XZ71VX,South America,Discount,Discounts,Medium Risk,Low Value,Monitor,0.4,0.36800000000000005,1870.12,3,92.04,0.523,Sports,10
CUST_1L0VUS,South America,Loyalty Program,Standard Communication,High Risk,Low Value,Monitor,0.61,0.61,1970.64,18,45.71,0.586,Clothing,69
CUST_S27ZDH,South America,Loyalty Program,Standard Communication,High Risk,Low Value,High Priority,0.82,0.82,2195.74,15,80.2,0.687,Electronics,37
CUST_TG5FFY,North America,Loyalty Program,Standard Communication,Low Risk,Low Value,Maintain,0.04,0.04,2521.62,14,56.72,0.458,Home,73
CUST_3PZLR0,Asia,Email Campaign,Re-engagement Campaign,High Risk,Medium Value,High Priority,0.69,0.6072,4936.54,5,196.98,0.233,Home,71
CUST_5IN01M,Asia,Email Campaign,Re-engagement Campaign,Low Risk,Low Value,Maintain,0.12,0.1056,1630.93,8,119.47,0.278,Home,77
CUST_G2NX0E,North America,Discount,VIP Treatment,High Risk,High Value,Immediate Action,0.93,0.7905,7721.86,14,94.69,0.571,Sports,53
CUST_YJH6WO,North America,Email Campaign,Discounts,Medium Risk,Medium Value,Monitor,0.42,0.3864,5589.18,18,122.42,0.648,Home,58
CUST_SVE8J7,North America,Discount,VIP Treatment,High Risk,High Value,Immediate Action,0.68,0.5780000000000001,8313.72,2,136.0,0.227,Electronics,58
CUST_WMAZD7,South America,Loyalty Program,Discounts,Medium Risk,Low Value,Maintain,0.41,0.3772,312.15,12,136.95,0.754,Sports,11
CUST_0SLMYH,Asia,Loyalty Program,Discounts,Medium Risk,Low Value,Monitor,0.48,0.4416,1551.01,12,172.66,0.619,Sports,35
CUST_EZJ1HI,Europe,Discount,Standard Communication,High Risk,Low Value,Monitor,0.78,0.78,1472.52,2,34.4,0.519,Clothing,6
CUST_IXR28K,Europe,Email Campaign,Loyalty Programs,Low Risk,Low Value,Monitor,0.28,0.25200000000000006,2290.77,16,43.8,0.758,Sports,29
CUST_4GFGQY,Europe,Discount,VIP Treatment,High Risk,High Value,High Priority,0.64,0.544,8312.19,7,179.52,0.342,Home,61
CUST_H35W26,South America,Email Campaign,Standard Communication,High Risk,Medium Value,High Priority,0.68,0.68,5619.15,2,94.88,0.44,Sports,20
CUST_U8OQNU,Europe,Discount,Standard Communication,Low Risk,Medium Value,Monitor,0.02,0.02,6124.06,14,170.65,0.593,Clothing,49
CUST_TV1Y6K,Europe,Loyalty Program,Discounts,Medium Risk,Medium Value,Monitor,0.4,0.36800000000000005,3424.6,2,196.02,0.26,Sports,52
CUST_I5S3FA,Asia,Email Campaign,Discounts,Medium Risk,Medium Value,Monitor,0.55,0.5060000000000001,3655.45,1,39.75,0.026,Clothing,89
CUST_546VJB,Europe,Discount,Discounts,Medium Risk,Low Value,Monitor,0.41,0.3772,2004.72,16,173.7,0.764,Clothing,28
CUST_ZR6IZN,Asia,Loyalty Program,VIP Treatment,High Risk,High Value,Immediate Action,0.63,0.5355,9316.93,14,26.57,0.779,Home,16
CUST_VMQNS4,North America,Email Campaign,Standard Communication,High Risk,Low Value,Monitor,0.73,0.73,1470.06,17,46.04,0.447,Clothing,89
CUST_ELGRE6,Asia,Loyalty Program,VIP Treatment,High Risk,High Value,Immediate Action,0.81,0.6885,8384.05,1,141.81,0.038,Sports,87
CUST_OFRD44,South America,Email Campaign,VIP Treatment,High Risk,High Value,High Priority,0.66,0.561,7494.95,16,149.66,0.713,Clothing,37
CUST_0YQJJ7,South America,Loyalty Program,Discounts,Medium Risk,High Value,High Priority,0.34,0.3128,9181.01,18,74.57,0.94,Clothing,6
CUST_2ADZ2Z,North America,Email Campaign,VIP Treatment,High Risk,High Value,Immediate Action,0.93,0.7905,8651.86,3,33.62,0.236,Electronics,61
CUST_S33T5Y,North America,Loyalty Program,Discounts,Medium Risk,Low Value,Monitor,0.5,0.46,2779.84,6,99.49,0.596,Home,11
CUST_U9XZ5U,Asia,Email Campaign,Discounts,Medium Risk,High Value,High Priority,0.36,0.3312,7853.11,4,76.66,0.347,Clothing,46
CUST_N4VTQ0,South America,Email Campaign,Standard Communication,High Risk,Medium Value,High Priority,0.78,0.78,3452.27,15,179.63,0.782,Home,20
CUST_5YZKIY,Asia,Discount,Discounts,Medium Risk,Low Value,Maintain,0.37,0.34040000000000004,138.63,19,72.53,0.927,Electronics,13
CUST_6FAFWC,Europe,Discount,Standard Communication,High Risk,Medium Value,High Priority,0.79,0.79,4226.73,16,106.75,0.59,Electronics,59
CUST_N5QW9W,North America,Email Campaign,Standard Communication,High Risk,Medium Value,High Priority,0.73,0.73,5662.56,18,70.7,0.833,Electronics,25
CUST_S85RH6,South America,Loyalty Program,Standard Communication,High Risk,Medium Value,High Priority,0.9,0.9,4853.34,14,50.13,0.773,Clothing,17
CUST_3LBICH,North America,Email Campaign,VIP Treatment,High Risk,High Value,Immediate Action,0.68,0.5780000000000001,9962.15,18,95.39,0.805,Electronics,30
CUST_6L3HPO,Asia,Discount,Standard Communication,High Risk,Low Value,High Priority,0.99,0.99,2469.19,13,115.17,0.404,Clothing,78
CUST_I9XK7J,Asia,Discount,Re-engagement Campaign,Low Risk,High Value,High Priority,0.27,0.2376,8290.62,3,165.04,0.158,Clothing,75
CUST_94FPKF,Europe,Email Campaign,Discounts,Medium Risk,Low Value,Monitor,0.49,0.45080000000000003,1086.76,13,71.75,0.651,Electronics,34
CUST_5VDJHE,Europe,Loyalty Program,VIP Treatment,High Risk,High Value,High Priority,0.61,0.5185,8542.05,1,116.96,0.459,Clothing,12
CUST_F5NKPN,Europe,Loyalty Program,Discounts,Medium Risk,High Value,High Priority,0.54,0.4968000000000001,7903.26,18,68.44,0.878,Home,17
CUST_1WEMTE,North America,Discount,Standard Communication,High Risk,Low Value,Monitor,0.86,0.86,1043.22,17,55.57,0.762,Clothing,33
CUST_MY6GWU,South America,Email Campaign,Standard Communication,High Risk,Low Value,Monitor,0.92,0.92,379.59,10,58.81,0.398,Sports,65
CUST_NVG4J2,Europe,Email Campaign,Standard Communication,High Risk,Medium Value,High Priority,0.91,0.91,4020.38,10,191.48,0.398,Home,65
CUST_FZ77S2,Asia,Discount,Discounts,Medium Risk,High Value,High Priority,0.49,0.45080000000000003,8055.4,10,163.64,0.606,Clothing,28
CUST_JPK3AL,Europe,Discount,Re-engagement Campaign,High Risk,Low Value,High Priority,0.97,0.8536,1389.15,1,21.19,0.133,Electronics,70
CUST_DJJJGB,Asia,Loyalty Program,Standard Communication,Low Risk,High Value,High Priority,0.2,0.2,9121.15,6,32.76,0.461,Sports,35
CUST_Z3OXZ3,Europe,Loyalty Program,Standard Communication,High Risk,Low Value,Monitor,0.67,0.67,1811.67,5,85.92,0.379,Sports,45
CUST_WCIP5R,North America,Loyalty Program,Standard Communication,Low Risk,Medium Value,Monitor,0.14,0.14,4867.57,3,196.56,0.489,Home,16
CUST_ZWPOQH,Europe,Discount,Discounts,Medium Risk,Low Value,Monitor,0.32,0.2944,1915.0,18,81.81,0.575,Sports,71
CUST_8EIX0D,North America,Loyalty Program,Standard Communication,High Risk,Medium Value,High Priority,0.75,0.75,5125.49,7,92.26,0.488,Sports,35
CUST_FD0BVN,North America,Discount,Standard Communication,High Risk,Low Value,Monitor,0.85,0.85,416.65,18,101.65,0.625,Clothing,62
CUST_Y8IHPX,South America,Discount,Standard Communication,High Risk,Medium Value,High Priority,0.65,0.65,3763.29,8,21.63,0.66,Sports,9
CUST_E7FFU1,Europe,Loyalty Program,Discounts,Medium Risk,Low Value,Monitor,0.36,0.3312,1684.73,16,64.56,0.679,Electronics,43
CUST_0A5OIQ,Europe,Email Campaign,Standard Communication,High Risk,Medium Value,High Priority,0.68,0.68,6465.26,9,144.21,0.411,Home,58
CUST_PH2VY8,North America,Email Campaign,Discounts,Medium Risk,Medium Value,High Priority,0.51,0.4692,5520.83,3,26.79,0.203,Sports,67
CUST_1ZEZ5X,Asia,Email Campaign,Discounts,Medium Risk,Medium Value,High Priority,0.44,0.4048,5609.06,6,94.17,0.467,Sports,34
CUST_M50UP6,North America,Email Campaign,Standard Communication,High Risk,Low Value,Monitor,0.92,0.92,173.26,14,191.05,0.571,Clothing,53
CUST_W92W2I,South America,Email Campaign,Standard Communication,High Risk,Low Value,High Priority,0.95,0.95,3166.74,15,162.54,0.749,Sports,26
CUST_DX8CHY,South America,Loyalty Program,Discounts,Medium Risk,Low Value,Monitor,0.54,0.4968000000000001,2852.12,6,97.44,0.484,Sports,31
