Customer_ID,Product_ID,Transaction_ID,Purchase_Frequency,Average_Order_Value,Most_Frequent_Category,Time_Between_Purchases,Region,Churn_Probability,Lifetime_Value,Launch_Date,Peak_Sales_Date,Season,Preferred_Purchase_Times,Retention_Strategy,Risk_Level,LTV_Segment,Engagement_Score,Strategy_Success,Recommended_Strategy,Current_Expected_Churn,Projected_Churn,Priority_Score,Action_Priority
CUST_MI9LNB,PROD_HIUXPK,TRANS_SVSFUS,11,176.29,Electronics,11,South America,0.17,8220.01,2020-08-14,2023-01-04,Winter,Afternoon,Email Campaign,Low Risk,High Value,0.728,1,Loyalty Programs,0.17,0.15300000000000002,49.6010364248742,Monitor
CUST_FIK4A2,PROD_SES5R7,TRANS_DP6QJV,13,61.13,Clothing,33,South America,0.33,4903.74,2020-07-03,2023-06-08,Summer,Evening,Loyalty Program,Medium Risk,Medium Value,0.657,1,Discounts,0.33,0.30360000000000004,41.01928846292311,Monitor
CUST_OYK3H2,PROD_8DV284,TRANS_GXFL43,8,155.92,Sports,55,Europe,0.39,1094.26,2022-11-18,2023-10-21,Winter,Afternoon,Email Campaign,Medium Risk,Low Value,0.402,1,Discounts,0.39,0.3588,24.971431314351545,Maintain
CUST_1P68K5,PROD_6BG31K,TRANS_I8VS9X,2,87.27,Sports,51,South America,0.74,4287.6,2021-10-12,2023-12-02,Fall,Afternoon,Loyalty Program,High Risk,Medium Value,0.266,0,Re-engagement Campaign,0.74,0.6512,58.43851452434859,High Priority
CUST_HXGC9I,PROD_VJ2JV6,TRANS_G5IK0A,3,194.5,Clothing,42,Europe,0.24,2356.1,2020-09-26,2023-07-26,Winter,Afternoon,Email Campaign,Low Risk,Low Value,0.343,1,Standard Communication,0.24,0.24,23.78078273878573,Maintain
CUST_EGRRL0,PROD_6KUU21,TRANS_9HTCR6,3,173.37,Home,47,Asia,0.97,7815.46,2022-03-14,2023-11-08,Fall,Evening,Discount,High Risk,High Value,0.315,0,VIP Treatment,0.97,0.8245,87.57823787770906,Immediate Action
CUST_ISKVGJ,PROD_681HN7,TRANS_VTMI6A,15,111.56,Clothing,75,Asia,0.51,2195.62,2022-05-15,2023-04-07,Summer,Afternoon,Email Campaign,Medium Risk,Low Value,0.473,0,Discounts,0.51,0.4692,36.47836348072354,Monitor
CUST_DZ4YGB,PROD_XS9FKI,TRANS_DBFFS0,19,154.19,Clothing,13,South America,0.23,2655.81,2020-04-13,2023-03-05,Fall,Afternoon,Discount,Low Risk,Low Value,0.927,1,Loyalty Programs,0.23,0.20700000000000002,24.779368704848913,Maintain
CUST_QRSAFP,PROD_HU8M03,TRANS_NQTNXZ,5,125.13,Sports,66,North America,0.74,8125.33,2020-07-14,2023-09-06,Spring,Morning,Loyalty Program,High Risk,High Value,0.261,0,VIP Treatment,0.74,0.629,77.62762506300152,Immediate Action
CUST_CF8B21,PROD_CBZ7V6,TRANS_IL9FL9,4,121.27,Home,56,North America,0.28,9803.03,2021-02-22,2023-12-14,Summer,Evening,Discount,Low Risk,High Value,0.291,1,Re-engagement Campaign,0.28,0.24640000000000004,63.0163263918334,High Priority
CUST_OXT2ES,PROD_XR45B5,TRANS_68KSDU,3,130.78,Home,66,South America,0.95,2668.14,2022-09-12,2023-09-06,Summer,Evening,Email Campaign,High Risk,Low Value,0.208,0,Re-engagement Campaign,0.95,0.836,60.84102018448443,High Priority
CUST_3OGBOW,PROD_WJNNNH,TRANS_ADZ39K,17,114.81,Sports,78,South America,0.14,9897.35,2020-12-25,2023-11-22,Summer,Morning,Loyalty Program,Low Risk,High Value,0.509,1,Standard Communication,0.14,0.14,56.48793771050505,High Priority
CUST_WZ563N,PROD_4MJOCY,TRANS_EDTC47,9,189.67,Home,72,Europe,0.08,1996.8,2020-04-09,2023-08-03,Spring,Evening,Email Campaign,Low Risk,Low Value,0.332,1,Standard Communication,0.08,0.08,13.984239621750922,Maintain
CUST_450B4G,PROD_UEILLE,TRANS_57D5MS,15,27.08,Electronics,80,North America,0.44,4603.59,2021-06-23,2023-02-23,Winter,Evening,Loyalty Program,Medium Risk,Medium Value,0.445,0,Discounts,0.44,0.4048,45.018502444058655,Monitor
CUST_084OP1,PROD_CEILL3,TRANS_QLI5C3,1,193.19,Clothing,45,South America,0.5,6513.51,2021-07-24,2023-08-22,Fall,Morning,Discount,Medium Risk,Medium Value,0.274,0,Discounts,0.5,0.46,57.56833163995936,High Priority
CUST_2RDQXH,PROD_C9JUTZ,TRANS_VLUN6F,9,188.12,Sports,36,South America,0.3,4212.11,2020-10-02,2023-04-18,Spring,Afternoon,Email Campaign,Medium Risk,Medium Value,0.535,1,Discounts,0.3,0.276,36.061055465331165,Monitor
CUST_0MWK3C,PROD_R00J5J,TRANS_WL7ZS4,9,184.08,Electronics,31,Asia,0.8,6633.08,2021-08-14,2023-08-25,Summer,Afternoon,Discount,High Risk,Medium Value,0.563,0,Standard Communication,0.8,0.8,73.16619598870372,High Priority
CUST_P28C0P,PROD_X986QQ,TRANS_MHI6WE,12,55.14,Clothing,13,Europe,0.37,7876.44,2021-03-19,2023-07-09,Winter,Afternoon,Loyalty Program,Medium Risk,High Value,0.743,1,Discounts,0.37,0.34040000000000004,57.88314519548469,High Priority
CUST_JFP8IC,PROD_QYSI6C,TRANS_FXAMNK,8,66.79,Clothing,11,Asia,0.75,137.2,2020-06-12,2023-10-07,Summer,Evening,Email Campaign,High Risk,Low Value,0.649,0,Standard Communication,0.75,0.75,38.186016464395145,Monitor
CUST_57L5US,PROD_Y8M37G,TRANS_BNC9RD,14,65.29,Clothing,12,Europe,0.5,4398.96,2022-05-29,2023-05-21,Spring,Morning,Discount,Medium Risk,Medium Value,0.801,0,Discounts,0.5,0.46,46.99532788786931,Monitor
CUST_C7UNBK,PROD_CDY9YA,TRANS_WTD47J,9,64.93,Sports,41,North America,0.65,3318.27,2021-11-12,2023-01-01,Summer,Afternoon,Email Campaign,High Risk,Low Value,0.507,0,Standard Communication,0.65,0.65,49.09174820195685,Monitor
CUST_WYQ1NO,PROD_FSQTHW,TRANS_5KWV9N,11,159.02,Clothing,36,South America,0.11,532.54,2020-04-23,2023-09-12,Winter,Morning,Loyalty Program,Low Risk,Low Value,0.587,1,Standard Communication,0.11,0.11,8.162763906333751,Maintain
CUST_P5T9ZV,PROD_OFSAV4,TRANS_W2AMPR,13,87.28,Home,68,North America,0.49,8506.77,2020-03-23,2023-11-25,Winter,Afternoon,Email Campaign,Medium Risk,High Value,0.46,0,Discounts,0.49,0.45080000000000003,67.03487083690008,High Priority
CUST_WFK637,PROD_AETMB3,TRANS_S8GPB3,8,195.25,Electronics,72,Asia,0.9,2857.19,2020-10-17,2023-12-03,Spring,Afternoon,Email Campaign,High Risk,Low Value,0.306,0,Standard Communication,0.9,0.9,59.286292871028905,High Priority
CUST_92VOAD,PROD_HHFAHL,TRANS_V7GDYF,5,192.34,Electronics,75,North America,0.86,1267.79,2021-03-29,2023-06-30,Spring,Evening,Email Campaign,High Risk,Low Value,0.21,0,Re-engagement Campaign,0.86,0.7568,49.339102138451324,Monitor
CUST_13OH0V,PROD_B99JWL,TRANS_ULNWHD,13,93.73,Home,9,South America,0.69,7951.56,2020-10-05,2023-08-26,Fall,Morning,Loyalty Program,High Risk,High Value,0.792,0,VIP Treatment,0.69,0.5864999999999999,74.25875421010105,High Priority
CUST_47JK4F,PROD_9770OD,TRANS_L3IIVU,15,28.49,Sports,17,Asia,0.96,571.94,2021-04-24,2023-04-12,Fall,Afternoon,Loyalty Program,High Risk,Low Value,0.799,0,Standard Communication,0.96,0.96,50.85976863444723,High Priority
CUST_3BB6FR,PROD_L7PL6A,TRANS_TAMAX2,9,133.39,Sports,69,Europe,0.37,3376.09,2021-03-08,2023-12-10,Fall,Evening,Discount,Medium Risk,Low Value,0.349,1,Discounts,0.37,0.34040000000000004,35.38085514052337,Monitor
CUST_C5T575,PROD_42CAU6,TRANS_CYY7TH,14,91.83,Sports,63,Asia,0.12,7607.62,2020-05-12,2023-09-26,Spring,Evening,Discount,Low Risk,High Value,0.514,1,Standard Communication,0.12,0.12,44.03901293631047,Monitor
CUST_2RPFR6,PROD_593ZNX,TRANS_VSZOPA,18,145.76,Electronics,5,North America,0.46,164.51,2021-04-03,2023-12-29,Summer,Afternoon,Discount,Medium Risk,Low Value,0.946,0,Discounts,0.46,0.4232,23.8225697416738,Maintain
CUST_K4ZSM7,PROD_6HSVVZ,TRANS_SEBKSK,12,66.46,Electronics,38,South America,0.8,7511.68,2021-02-03,2023-09-22,Summer,Evening,Loyalty Program,High Risk,High Value,0.602,0,VIP Treatment,0.8,0.68,77.55930142323416,Immediate Action
CUST_HX1O1E,PROD_DCHBGA,TRANS_8OIJTL,14,30.49,Sports,71,Europe,0.77,9043.13,2021-09-11,2023-01-01,Spring,Morning,Discount,High Risk,High Value,0.47,0,VIP Treatment,0.77,0.6545,83.71673520164484,Immediate Action
CUST_M10UEN,PROD_MWGLF9,TRANS_QKH0EC,19,20.19,Electronics,79,North America,0.06,4474.86,2022-01-16,2023-06-16,Fall,Evening,Loyalty Program,Low Risk,Medium Value,0.556,1,Standard Communication,0.06,0.06,25.374836996087904,Monitor
CUST_PRONHI,PROD_DG73B7,TRANS_CIFCI1,9,33.93,Clothing,59,Asia,0.46,4897.87,2022-12-01,2023-03-28,Fall,Morning,Email Campaign,Medium Risk,Medium Value,0.405,0,Discounts,0.46,0.4232,47.4899377585062,Monitor
CUST_6Z78N9,PROD_H7TMBQ,TRANS_6602V6,6,197.38,Clothing,50,South America,0.4,8688.63,2021-08-12,2023-07-11,Winter,Afternoon,Discount,Medium Risk,High Value,0.377,0,Discounts,0.4,0.36800000000000005,63.44419266062385,High Priority
CUST_BCYLUW,PROD_XIN6Y7,TRANS_A61KL9,17,159.29,Sports,73,Europe,0.48,9328.41,2021-08-03,2023-03-14,Fall,Morning,Email Campaign,Medium Risk,High Value,0.537,0,Discounts,0.48,0.4416,70.64316943606647,High Priority
CUST_XY8U9Q,PROD_09MTSS,TRANS_Y6JO67,18,142.98,Sports,73,South America,0.08,9217.39,2021-11-22,2023-03-16,Fall,Evening,Email Campaign,Low Risk,High Value,0.564,1,Standard Communication,0.08,0.08,50.08805611334672,High Priority
CUST_I2T2JQ,PROD_TJLUKN,TRANS_ZDIFL4,18,80.06,Electronics,87,Europe,0.12,9612.65,2022-01-05,2023-10-08,Fall,Afternoon,Loyalty Program,Low Risk,High Value,0.485,1,Standard Communication,0.12,0.12,54.06440354568509,High Priority
CUST_BMRJ21,PROD_OARMQN,TRANS_JM7YS3,5,117.59,Electronics,25,Asia,0.44,6695.75,2022-07-22,2023-09-17,Fall,Afternoon,Loyalty Program,Medium Risk,High Value,0.491,0,Discounts,0.44,0.4048,55.47955350928422,High Priority
CUST_4GA2I3,PROD_19SVFI,TRANS_FQH0RY,4,34.22,Sports,30,Europe,0.17,2666.45,2022-03-13,2023-07-07,Spring,Afternoon,Loyalty Program,Low Risk,Low Value,0.437,1,Standard Communication,0.17,0.17,21.832569981679562,Maintain
CUST_451N6C,PROD_KKIBLK,TRANS_4DJBAN,13,188.79,Sports,18,Europe,0.83,4499.73,2020-03-06,2023-02-23,Fall,Afternoon,Loyalty Program,High Risk,Medium Value,0.741,0,Standard Communication,0.83,0.83,63.999189980559535,High Priority
CUST_UB9JXV,PROD_G3O9P4,TRANS_WGVGCL,19,121.56,Home,17,North America,0.74,5364.43,2022-06-15,2023-04-30,Fall,Evening,Loyalty Program,High Risk,Medium Value,0.904,0,Standard Communication,0.74,0.74,63.82279374704993,High Priority
CUST_1HOD2S,PROD_AF2BAD,TRANS_9N9J6W,5,199.66,Electronics,86,Asia,0.58,8867.69,2020-05-18,2023-12-02,Summer,Evening,Discount,Medium Risk,High Value,0.148,0,Discounts,0.58,0.5336,73.33951414833956,High Priority
CUST_8XLCJ6,PROD_BLS9BO,TRANS_H5QYCF,6,53.32,Home,16,Asia,0.32,3997.49,2021-09-12,2023-05-17,Winter,Afternoon,Email Campaign,Medium Risk,Medium Value,0.568,1,Discounts,0.32,0.2944,35.98792971031305,Monitor
CUST_GSWWKR,PROD_1INLID,TRANS_SNRU3X,8,51.87,Electronics,24,Europe,0.52,1783.77,2021-10-09,2023-12-14,Spring,Morning,Loyalty Program,Medium Risk,Low Value,0.576,0,Discounts,0.52,0.47840000000000005,34.91906405753738,Monitor
CUST_2H67TH,PROD_J5ZQ2S,TRANS_QG57SH,1,160.2,Sports,64,South America,0.09,2518.54,2021-01-08,2023-09-29,Summer,Morning,Discount,Low Risk,Low Value,0.167,1,Re-engagement Campaign,0.09,0.07919999999999999,17.093002232053568,Maintain
CUST_ZK08KO,PROD_92QSHL,TRANS_HYAA5M,17,178.6,Electronics,32,North America,0.29,8197.22,2022-12-08,2023-10-29,Spring,Morning,Loyalty Program,Low Risk,High Value,0.768,1,Loyalty Programs,0.29,0.261,55.48708369000856,High Priority
CUST_3Y5XC1,PROD_C5B638,TRANS_7OYUX6,12,74.04,Home,63,North America,0.76,4107.26,2022-05-06,2023-11-16,Winter,Afternoon,Email Campaign,High Risk,Medium Value,0.462,0,Standard Communication,0.76,0.76,58.53679288302919,High Priority
CUST_0B3HBP,PROD_GDZX90,TRANS_RC630I,3,63.44,Home,54,Asia,0.23,2490.23,2021-05-30,2023-07-19,Summer,Morning,Discount,Low Risk,Low Value,0.276,1,Re-engagement Campaign,0.23,0.2024,23.951448834772034,Maintain
CUST_NHSOKV,PROD_WWPPXN,TRANS_QYCOC1,12,154.64,Home,58,Europe,0.07,1660.82,2021-07-08,2023-08-24,Fall,Afternoon,Email Campaign,Low Risk,Low Value,0.49,1,Standard Communication,0.07,0.07,11.804299303183276,Maintain
CUST_XUAFJH,PROD_MSEM1O,TRANS_VYZIHR,12,85.83,Home,87,North America,0.69,8974.45,2021-01-26,2023-01-05,Summer,Evening,Discount,High Risk,High Value,0.327,0,VIP Treatment,0.69,0.5864999999999999,79.37332695984703,Immediate Action
CUST_1XTFQ3,PROD_52SGM1,TRANS_BG2XR3,13,174.77,Clothing,40,Europe,0.06,183.73,2020-10-04,2023-02-10,Fall,Afternoon,Loyalty Program,Low Risk,Low Value,0.617,1,Standard Communication,0.06,0.06,3.918672048129155,Maintain
CUST_EIDYCI,PROD_7K6ZX1,TRANS_GQE63H,14,112.8,Electronics,15,Asia,0.65,7533.16,2022-06-02,2023-09-16,Fall,Afternoon,Email Campaign,High Risk,High Value,0.784,0,VIP Treatment,0.65,0.5525,70.16670400089602,High Priority
CUST_DMTDBX,PROD_L9YJYO,TRANS_IDQIWQ,5,34.97,Home,38,Asia,0.49,7960.07,2022-01-02,2023-02-08,Summer,Afternoon,Email Campaign,Medium Risk,High Value,0.418,0,Discounts,0.49,0.45080000000000003,64.30130523132556,High Priority
CUST_1ZX8I0,PROD_JQS2IZ,TRANS_Y38NKB,8,191.81,Sports,77,South America,0.93,6698.74,2021-08-06,2023-09-01,Summer,Morning,Discount,High Risk,High Value,0.278,0,VIP Treatment,0.93,0.7905,79.99450386809283,Immediate Action
CUST_G1DVPH,PROD_V3UX28,TRANS_1MK8LT,9,60.78,Home,51,South America,0.6,2090.96,2021-07-12,2023-06-27,Winter,Afternoon,Discount,High Risk,Low Value,0.45,0,Standard Communication,0.6,0.6,40.45505092122211,Monitor
CUST_7E555Z,PROD_194BBX,TRANS_RMNAPQ,16,93.05,Home,7,Europe,0.21,5507.96,2022-02-19,2023-11-25,Summer,Morning,Email Campaign,Low Risk,Medium Value,0.882,1,Loyalty Programs,0.21,0.189,38.04046097106331,Monitor
CUST_E0CBNZ,PROD_AX36S5,TRANS_O40OLQ,11,131.69,Sports,80,North America,0.89,3691.41,2021-10-06,2023-07-08,Fall,Morning,Loyalty Program,High Risk,Medium Value,0.34,0,Standard Communication,0.89,0.89,62.957492979831514,High Priority
CUST_6PN7PQ,PROD_GBDYJV,TRANS_VZR5UE,17,30.15,Home,12,North America,0.09,8040.06,2020-05-19,2023-09-12,Summer,Evening,Email Campaign,Low Risk,High Value,0.88,1,Loyalty Programs,0.09,0.081,44.70126483035593,Monitor
CUST_2FC486,PROD_Q4XH95,TRANS_VHWGY3,16,46.37,Home,11,South America,1.0,8922.5,2020-01-19,2023-10-05,Fall,Evening,Discount,High Risk,High Value,0.859,0,VIP Treatment,1.0,0.85,94.61357072569741,Immediate Action
CUST_VYN3FD,PROD_YT8TA6,TRANS_MSEE3F,2,165.43,Clothing,48,North America,0.53,680.59,2020-07-04,2023-11-14,Fall,Afternoon,Loyalty Program,Medium Risk,Low Value,0.283,0,Discounts,0.53,0.48760000000000003,29.903031672760147,Monitor
CUST_CMCKEB,PROD_R7UKVD,TRANS_7YK3E9,17,159.36,Clothing,10,Asia,0.14,6520.19,2022-10-26,2023-01-29,Spring,Morning,Loyalty Program,Low Risk,Medium Value,0.891,1,Loyalty Programs,0.14,0.12600000000000003,39.6017324415786,Monitor
CUST_4NIP2X,PROD_75XQV1,TRANS_L9FWLS,9,89.39,Clothing,65,Europe,0.97,5072.85,2022-08-29,2023-08-04,Spring,Afternoon,Email Campaign,High Risk,Medium Value,0.372,0,Standard Communication,0.97,0.97,73.86485875661016,High Priority
CUST_IXDFFL,PROD_40A83X,TRANS_6MCN2K,7,129.07,Home,77,South America,0.68,8020.6,2021-03-06,2023-07-17,Summer,Evening,Email Campaign,High Risk,High Value,0.252,0,VIP Treatment,0.68,0.5780000000000001,74.10396249509988,High Priority
CUST_LHRG0W,PROD_3G75WM,TRANS_CGUDHH,15,85.78,Electronics,84,Asia,0.24,4976.37,2020-10-07,2023-05-30,Winter,Morning,Discount,Low Risk,Medium Value,0.423,1,Standard Communication,0.24,0.24,36.88244717873229,Monitor
CUST_X471DE,PROD_U0HCPT,TRANS_E61M90,18,24.28,Home,42,Asia,0.2,9821.56,2022-06-12,2023-07-28,Summer,Morning,Discount,Low Risk,High Value,0.738,1,Loyalty Programs,0.2,0.18000000000000002,59.10897861548677,High Priority
CUST_JJ4CZQ,PROD_CCXL75,TRANS_62PWDU,9,150.9,Home,87,Asia,0.91,9014.6,2021-02-14,2023-08-25,Spring,Afternoon,Discount,High Risk,High Value,0.248,0,VIP Treatment,0.91,0.7735,90.57408177796268,Immediate Action
CUST_YSKCTI,PROD_30WBOJ,TRANS_1TDVKC,10,38.95,Sports,6,Asia,0.23,7018.88,2020-01-30,2023-09-23,Fall,Evening,Loyalty Program,Low Risk,High Value,0.729,1,Loyalty Programs,0.23,0.20700000000000002,46.59524228581486,Monitor
CUST_P2OB3Z,PROD_8L3A5P,TRANS_1IPPW5,13,136.13,Home,52,Asia,0.58,5257.46,2021-12-16,2023-10-25,Fall,Evening,Discount,Medium Risk,Medium Value,0.55,0,Discounts,0.58,0.5336,55.28793091034184,High Priority
CUST_Z8ODQB,PROD_NP15ZS,TRANS_0NE4MI,14,154.29,Sports,20,South America,0.59,816.41,2021-08-01,2023-10-04,Winter,Evening,Loyalty Program,Medium Risk,Low Value,0.756,0,Discounts,0.59,0.5428,33.582147971551315,Monitor
CUST_3QFS2A,PROD_OLEQ5M,TRANS_R5VPQN,2,130.0,Clothing,42,Asia,0.61,5812.02,2022-04-28,2023-12-05,Spring,Evening,Email Campaign,High Risk,Medium Value,0.317,0,Standard Communication,0.61,0.61,59.560797459139025,High Priority
CUST_K1DUA7,PROD_SVDQQD,TRANS_V7U2PX,11,197.86,Clothing,88,Europe,0.41,6579.95,2021-11-19,2023-12-16,Winter,Morning,Loyalty Program,Medium Risk,Medium Value,0.295,0,Discounts,0.41,0.3772,53.40053961295071,High Priority
CUST_OJT13J,PROD_95SQPY,TRANS_70XYND,18,116.15,Home,15,Europe,0.08,2192.96,2021-05-10,2023-09-08,Summer,Evening,Email Campaign,Low Risk,Low Value,0.889,1,Loyalty Programs,0.08,0.07200000000000001,14.965063161515877,Maintain
CUST_OIGYN3,PROD_YWWWXD,TRANS_A685DU,14,85.56,Electronics,6,Asia,0.79,9168.34,2020-11-30,2023-08-20,Summer,Morning,Loyalty Program,High Risk,High Value,0.835,0,VIP Treatment,0.79,0.6715,85.34280022720546,Immediate Action
CUST_9MUWXV,PROD_LAP7GS,TRANS_EY4YRH,15,168.16,Home,43,North America,0.77,9658.28,2020-10-03,2023-05-08,Winter,Evening,Email Campaign,High Risk,High Value,0.653,0,VIP Treatment,0.77,0.6545,86.79255902141651,Immediate Action
CUST_CHU2LE,PROD_CS7UVJ,TRANS_AYXHDC,18,174.32,Electronics,26,South America,0.31,3400.39,2021-06-23,2023-06-21,Summer,Afternoon,Loyalty Program,Medium Risk,Medium Value,0.828,1,Discounts,0.31,0.2852,32.50235805659336,Monitor
CUST_8555XB,PROD_QLBARZ,TRANS_4P2F2S,13,82.98,Clothing,79,Asia,0.95,3939.79,2022-12-17,2023-04-15,Fall,Morning,Discount,High Risk,Medium Value,0.398,0,Standard Communication,0.95,0.95,67.19942278614687,High Priority
CUST_L5KD1Z,PROD_1H1LV9,TRANS_8QKMA6,1,76.39,Clothing,84,Europe,0.27,7459.45,2021-01-04,2023-11-27,Summer,Morning,Email Campaign,Low Risk,High Value,0.054,1,Re-engagement Campaign,0.27,0.2376,50.79814515548373,High Priority
CUST_BEXPW4,PROD_QP37XP,TRANS_63PBN3,9,93.65,Electronics,16,Europe,0.11,6102.81,2021-01-21,2023-04-02,Fall,Morning,Email Campaign,Low Risk,Medium Value,0.647,1,Standard Communication,0.11,0.11,36.014782354776514,Monitor
CUST_WM6S4V,PROD_1JZXWP,TRANS_RQ0H77,11,167.89,Home,74,South America,0.33,1618.04,2020-04-04,2023-05-02,Summer,Evening,Discount,Medium Risk,Low Value,0.374,1,Discounts,0.33,0.30360000000000004,24.590394169460065,Maintain
CUST_YDWDX2,PROD_ZEAKFI,TRANS_MN7A3T,19,110.25,Clothing,63,North America,0.63,1020.24,2022-02-06,2023-03-11,Spring,Afternoon,Email Campaign,High Risk,Low Value,0.646,0,Standard Communication,0.63,0.63,36.60132243173836,Monitor
CUST_AWZ946,PROD_KUF3F7,TRANS_G07CFZ,18,109.2,Sports,31,Europe,0.95,8785.4,2022-07-13,2023-07-21,Winter,Evening,Email Campaign,High Risk,High Value,0.8,0,VIP Treatment,0.95,0.8075,91.42805427330256,Immediate Action
CUST_2W1IL4,PROD_IAO68N,TRANS_1H871R,10,159.12,Sports,10,Europe,0.97,1822.79,2022-04-29,2023-05-27,Fall,Evening,Discount,High Risk,Low Value,0.707,0,Standard Communication,0.97,0.97,57.61416874004976,High Priority
CUST_97JC5I,PROD_F387HQ,TRANS_M16PKV,5,56.39,Sports,74,Asia,0.37,6745.49,2020-08-21,2023-11-11,Fall,Afternoon,Email Campaign,Medium Risk,High Value,0.216,1,Discounts,0.37,0.34040000000000004,52.22825947822747,High Priority
CUST_JRTRTX,PROD_ULLUTF,TRANS_HJ07W0,2,103.09,Clothing,80,Europe,0.32,6084.96,2022-08-21,2023-11-22,Summer,Afternoon,Discount,Medium Risk,Medium Value,0.103,1,Discounts,0.32,0.2944,46.42553021272511,Monitor
CUST_YS2TD3,PROD_L37ED3,TRANS_KD14TT,19,179.32,Sports,56,Europe,0.81,5938.68,2022-07-17,2023-10-27,Fall,Afternoon,Discount,High Risk,Medium Value,0.685,0,Standard Communication,0.81,0.81,70.1941126587038,High Priority
CUST_2VD3QX,PROD_2JDR9Z,TRANS_S4L5JL,17,157.79,Electronics,37,Europe,0.56,5453.85,2021-12-30,2023-09-15,Summer,Morning,Loyalty Program,Medium Risk,Medium Value,0.74,0,Discounts,0.56,0.5152000000000001,55.26990447770747,High Priority
CUST_RDDYU0,PROD_P0UUOF,TRANS_X1ZYLA,14,179.12,Clothing,10,Asia,0.03,4777.97,2020-11-21,2023-05-02,Fall,Morning,Discount,Low Risk,Medium Value,0.812,1,Loyalty Programs,0.03,0.027,25.390423370160885,Monitor
CUST_UETP2T,PROD_KGT9GE,TRANS_CFZOEI,16,167.93,Home,68,North America,0.77,6248.39,2021-05-24,2023-06-30,Spring,Evening,Discount,High Risk,Medium Value,0.539,0,Standard Communication,0.77,0.77,69.74269982479579,High Priority
CUST_KF77R5,PROD_34MM7K,TRANS_NJS9QP,9,36.08,Home,76,Europe,0.92,4132.34,2022-02-10,2023-09-16,Summer,Morning,Loyalty Program,High Risk,Medium Value,0.31,0,Standard Communication,0.92,0.92,66.66219589270142,High Priority
CUST_4BLONF,PROD_KAQQ9D,TRANS_M6SZYU,18,72.11,Sports,8,North America,0.72,4375.07,2022-01-29,2023-12-12,Fall,Morning,Loyalty Program,High Risk,Medium Value,0.929,0,Standard Communication,0.72,0.72,57.8758750210005,High Priority
CUST_FUXI8Q,PROD_Q6FWG0,TRANS_60K8VF,17,103.64,Home,67,North America,0.54,9371.31,2020-03-14,2023-10-17,Fall,Afternoon,Discount,Medium Risk,High Value,0.571,0,Discounts,0.54,0.4968000000000001,73.85767458419002,High Priority
CUST_0LPFWE,PROD_NDUWAA,TRANS_SR5ML7,12,153.81,Clothing,76,Asia,0.91,7927.83,2021-09-27,2023-02-07,Summer,Evening,Discount,High Risk,High Value,0.389,0,VIP Treatment,0.91,0.7735,85.14010136243269,Immediate Action
CUST_XS6EO1,PROD_GDITXO,TRANS_BC7WKY,13,166.6,Home,81,South America,0.81,2820.63,2022-11-23,2023-07-13,Fall,Evening,Discount,High Risk,Low Value,0.387,0,Standard Communication,0.81,0.81,54.60348848372361,High Priority
CUST_C296V3,PROD_A8XR3X,TRANS_SBB5NB,18,84.11,Sports,72,Asia,0.47,9230.8,2021-11-23,2023-04-05,Spring,Evening,Discount,Medium Risk,High Value,0.569,0,Discounts,0.47,0.4324,69.65510772258534,High Priority
CUST_TCLHUG,PROD_RS2OGH,TRANS_7D2L91,18,37.47,Home,12,North America,0.76,2542.07,2020-12-28,2023-02-20,Winter,Morning,Discount,High Risk,Low Value,0.906,0,Standard Communication,0.76,0.76,50.71065505572134,High Priority
CUST_WZ47MF,PROD_CGX2ZT,TRANS_XL6GTU,16,25.37,Home,7,Europe,0.28,1490.79,2020-01-10,2023-07-05,Winter,Evening,Email Campaign,Low Risk,Low Value,0.882,1,Loyalty Programs,0.28,0.25200000000000006,21.45412889909358,Maintain
CUST_F5GLF7,PROD_GDLYGG,TRANS_HHL3AF,4,100.78,Electronics,22,Asia,0.91,2995.48,2021-12-22,2023-12-24,Fall,Morning,Discount,High Risk,Low Value,0.482,0,Standard Communication,0.91,0.91,60.47775946622719,High Priority
CUST_92EBRB,PROD_6OJNJF,TRANS_LU99AI,10,128.64,Electronics,27,Asia,0.14,9798.44,2021-04-25,2023-05-22,Spring,Morning,Email Campaign,Low Risk,High Value,0.611,1,Standard Communication,0.14,0.14,55.99337584102019,High Priority
CUST_62KICU,PROD_TJCD18,TRANS_I6OJB9,10,163.9,Sports,60,South America,0.98,4236.92,2022-12-24,2023-07-11,Fall,Evening,Loyalty Program,High Risk,Medium Value,0.426,0,Standard Communication,0.98,0.98,70.18510844260263,High Priority
CUST_QFSOIE,PROD_S79KA6,TRANS_C9WT6L,15,90.67,Sports,41,South America,0.23,9509.66,2021-12-06,2023-04-21,Spring,Evening,Email Campaign,Low Risk,High Value,0.664,1,Standard Communication,0.23,0.23,59.049441186588474,High Priority
CUST_KB35HL,PROD_MPTFP0,TRANS_XYWO5T,5,183.44,Clothing,19,Asia,0.1,1579.1,2020-09-12,2023-08-18,Winter,Afternoon,Email Campaign,Low Risk,Low Value,0.525,1,Standard Communication,0.1,0.1,12.895689496547917,Maintain
CUST_6GM7R2,PROD_R0IV9H,TRANS_06V4MG,9,145.55,Electronics,24,Europe,0.05,7159.31,2020-09-21,2023-12-13,Summer,Evening,Loyalty Program,Low Risk,High Value,0.602,1,Standard Communication,0.05,0.05,38.29740913781931,Monitor
