Customer_ID,Risk_Level,LTV_Segment,Engagement_Score,Priority_Score,Action_Priority
CUST_9J0Z9K,Medium Risk,Low Value,0.631,28.467523220557297,Monitor
CUST_TTZBEK,Medium Risk,Low Value,0.685,32.398287558901416,Monitor
CUST_W4ICQR,High Risk,Low Value,0.764,55.73217957230973,High Priority
CUST_PNXKJ6,Medium Risk,High Value,0.758,66.79897517540421,High Priority
CUST_0N0RFF,Low Risk,Medium Value,0.574,32.79815915581975,Monitor
CUST_M5R30Y,Low Risk,Medium Value,0.822,32.189452546861126,Monitor
CUST_AKFDY8,High Risk,High Value,0.584,75.88131315151563,Immediate Action
CUST_783Q4O,Low Risk,Medium Value,0.499,25.602904469707276,Monitor
CUST_1T5D0Q,Low Risk,Medium Value,0.918,20.947278734689633,Maintain
CUST_2KJ6AE,High Risk,Low Value,0.323,54.521266510396245,High Priority
CUST_1M1UUP,Low Risk,Low Value,0.884,22.5406289750954,Maintain
CUST_HUIPZ9,High Risk,Low Value,0.515,44.016106386553275,Monitor
CUST_D5IEJC,High Risk,Medium Value,0.623,66.44975479411505,High Priority
CUST_7A9J1G,Medium Risk,Medium Value,0.679,37.394167460019034,Monitor
CUST_HYZROM,Medium Risk,High Value,0.259,65.27314055537333,High Priority
CUST_2F5BZY,Medium Risk,Medium Value,0.537,43.49522588542125,Monitor
CUST_Z9NKDZ,High Risk,Low Value,0.347,48.66829403905694,Monitor
CUST_7AL1FX,Medium Risk,Medium Value,0.631,42.1434174420186,Monitor
CUST_7LBWM5,Medium Risk,Low Value,0.469,35.94393465443171,Monitor
CUST_DQVWDB,High Risk,Low Value,0.685,55.618168836052064,High Priority
CUST_IMUTXI,Low Risk,Medium Value,0.443,30.145189484547625,Monitor
CUST_1H5THB,High Risk,Low Value,0.449,56.248119954878916,High Priority
CUST_QGCZTI,Low Risk,Low Value,0.308,19.374734993639848,Maintain
CUST_9H2HPU,Low Risk,Low Value,0.677,18.670046081105944,Maintain
CUST_3FPNUY,High Risk,High Value,0.426,90.68983255598134,Immediate Action
CUST_ST9ZAR,High Risk,Medium Value,0.588,74.9937298495164,High Priority
CUST_BVEX9Z,High Risk,Medium Value,0.302,64.54533508804211,High Priority
CUST_CKR8QK,High Risk,Medium Value,0.663,50.08118394841476,High Priority
CUST_U6SF3F,Low Risk,Low Value,0.488,15.351976447434739,Maintain
CUST_94VGTZ,Medium Risk,Low Value,0.255,38.81081945966703,Monitor
CUST_UNF5SM,High Risk,High Value,0.236,84.15818179636312,Immediate Action
CUST_L6R9SC,Low Risk,Low Value,0.578,8.029834716033186,Maintain
CUST_YE68QT,High Risk,Medium Value,0.524,62.9071237709705,High Priority
CUST_8JMT85,Low Risk,High Value,0.315,58.79486107666584,High Priority
CUST_9UCKJE,Low Risk,High Value,0.473,49.929280302727264,Monitor
CUST_1A9ATB,High Risk,Medium Value,0.767,49.64500948022752,Monitor
CUST_U8O8UM,Low Risk,Low Value,0.362,4.249117978831492,Maintain
CUST_FC70Y2,High Risk,High Value,0.28,84.83733609606631,Immediate Action
CUST_AEDNZP,Low Risk,Medium Value,0.74,30.211685080441928,Monitor
CUST_6DUDPF,High Risk,Medium Value,0.682,71.4942478619487,High Priority
CUST_8WSPWX,High Risk,Low Value,0.292,59.57209173020152,High Priority
CUST_SD7U62,Low Risk,Low Value,0.415,17.361886685280446,Maintain
CUST_7S89EA,High Risk,Low Value,0.835,42.752108050593215,Monitor
CUST_B2WF30,Low Risk,Medium Value,0.634,38.47209733033593,Monitor
CUST_46A4IK,Low Risk,Low Value,0.709,16.615048761170268,Maintain
CUST_8DTZYO,High Risk,Medium Value,0.62,73.83853212477099,High Priority
CUST_1LQH1W,Medium Risk,High Value,0.833,61.82301975247406,High Priority
CUST_8ZV9RG,Low Risk,Medium Value,0.428,36.1204908917814,Monitor
CUST_4CZJO9,Medium Risk,Medium Value,0.682,52.752156051745246,High Priority
CUST_S31UHN,High Risk,High Value,0.651,90.13759530228725,Immediate Action
CUST_AJGUU0,Low Risk,Low Value,0.702,17.496087906109743,Maintain
CUST_WI6CCJ,Medium Risk,High Value,0.733,65.56932766386393,High Priority
CUST_4TQJSH,Medium Risk,High Value,0.569,68.26742441818604,High Priority
CUST_ZD37VM,Low Risk,Low Value,0.535,5.984581629959119,Maintain
CUST_5OQBZH,Medium Risk,High Value,0.137,65.25405009720234,High Priority
CUST_XXA9YY,Medium Risk,Medium Value,0.612,51.34980639535348,High Priority
CUST_CBJ8NW,Low Risk,Low Value,0.754,3.0689136539276944,Maintain
CUST_80ROTC,Low Risk,High Value,0.844,52.497101930446334,High Priority
CUST_ADUX4R,Medium Risk,Low Value,0.39,33.47574741793803,Monitor
CUST_UEB53K,Medium Risk,Low Value,0.482,31.757246173908175,Monitor
CUST_U3QBOR,Medium Risk,Medium Value,0.64,43.911455874941,Monitor
CUST_NKTQW8,High Risk,Low Value,0.44,56.53066673600166,High Priority
CUST_RXO86Q,Medium Risk,High Value,0.603,64.31295751098025,High Priority
CUST_6SPFTJ,High Risk,Medium Value,0.086,51.32011368272838,High Priority
CUST_YTT75P,High Risk,Low Value,0.771,57.14324943798651,High Priority
CUST_T0F4IR,Low Risk,High Value,0.195,60.03907893789451,High Priority
CUST_T01DW8,High Risk,Medium Value,0.655,60.525198604766516,High Priority
CUST_J5O1GM,Medium Risk,Low Value,0.58,35.65681976367433,Monitor
CUST_RKNF1R,High Risk,High Value,0.563,68.61936486475675,High Priority
CUST_PPD36F,Medium Risk,Medium Value,0.4,52.18338840132163,High Priority
CUST_6HOMTF,High Risk,Medium Value,0.489,64.6974027376657,High Priority
CUST_PGTU4A,High Risk,Medium Value,0.636,70.56444354664512,High Priority
CUST_UBR2A7,High Risk,Low Value,0.479,54.01853844492268,High Priority
CUST_Y63HGJ,Medium Risk,Medium Value,0.152,48.665557973391365,Monitor
CUST_CNO07L,Medium Risk,Medium Value,0.558,43.2258634207221,Monitor
CUST_TCSRJ2,High Risk,Low Value,0.642,55.603112474699394,High Priority
CUST_1JSPPY,Medium Risk,High Value,0.454,67.40492571821724,High Priority
CUST_6AFVSI,Medium Risk,Low Value,0.195,36.67278814691552,Monitor
CUST_3RTMS5,High Risk,Low Value,0.371,55.959223021352514,High Priority
CUST_E0VL8Z,High Risk,High Value,0.809,86.74087378097073,Immediate Action
CUST_ZAGORM,Medium Risk,Low Value,0.572,38.40991383793211,Monitor
CUST_P602D0,Low Risk,Medium Value,0.514,21.195522692544625,Maintain
CUST_P1824P,High Risk,High Value,0.173,77.53425082201973,Immediate Action
CUST_5XQN6J,High Risk,High Value,0.16,75.82400377609062,Immediate Action
CUST_GY9LP1,Low Risk,Medium Value,0.91,27.784806835364048,Monitor
CUST_XFP7C7,High Risk,High Value,0.562,71.69625671016104,High Priority
CUST_EZIOC3,High Risk,High Value,0.408,91.39959759034217,Immediate Action
CUST_IK5WKL,High Risk,High Value,0.362,79.9718753250078,Immediate Action
CUST_L5DD86,Medium Risk,Medium Value,0.848,58.2614622750946,High Priority
CUST_AU7Y96,Medium Risk,High Value,0.25,75.82288374920998,Immediate Action
CUST_M9V0KV,High Risk,High Value,0.394,80.85807859388625,Immediate Action
CUST_4Z58G0,High Risk,High Value,0.415,68.77736865684776,High Priority
CUST_VYKIAR,Low Risk,High Value,0.846,37.05042721025305,Monitor
CUST_M60T9B,High Risk,Medium Value,0.738,73.1119606870565,High Priority
CUST_IUUSV0,Low Risk,High Value,0.603,48.467579221901325,Monitor
CUST_65QEFH,Medium Risk,Low Value,0.592,30.885587254094098,Monitor
CUST_L5K0R1,Medium Risk,High Value,0.777,73.47702544861076,High Priority
CUST_8EHNS3,High Risk,Medium Value,0.882,80.36608878613087,Immediate Action
CUST_NFR2FQ,High Risk,Medium Value,0.222,66.86007664183941,High Priority
CUST_B8XRQP,High Risk,Low Value,0.743,48.22585342048209,Monitor
CUST_WN6AZQ,Low Risk,High Value,0.677,46.07646983527604,Monitor
CUST_78Q3VH,High Risk,Low Value,0.416,48.092336216069185,Monitor
CUST_0Q6KLN,Low Risk,Low Value,0.281,20.136429274302582,Maintain
CUST_2MBGUZ,High Risk,High Value,0.546,94.70605894541468,Immediate Action
CUST_0GCYMR,High Risk,High Value,0.479,66.17703224877397,High Priority
CUST_2M90XB,High Risk,Low Value,0.652,58.491063785530855,High Priority
CUST_RFTN82,High Risk,High Value,0.788,77.39582149971599,Immediate Action
CUST_M7SO6T,Medium Risk,Medium Value,0.719,58.91314191540597,High Priority
CUST_78ZDJS,High Risk,Low Value,0.182,41.44864276742642,Monitor
CUST_ZIWOUB,High Risk,High Value,0.363,72.88202116850805,High Priority
CUST_H0CFOP,Low Risk,High Value,0.53,42.72200532812788,Monitor
CUST_NOOTW1,High Risk,Medium Value,0.541,71.3753550085202,High Priority
CUST_H78OK0,Low Risk,High Value,0.58,56.61055665335967,High Priority
CUST_QKY6GN,Medium Risk,Low Value,0.552,32.431432354376504,Monitor
CUST_NCE8QH,High Risk,High Value,0.345,85.881963167116,Immediate Action
CUST_2IN8TZ,High Risk,Medium Value,0.36,75.1588498123955,Immediate Action
CUST_90Q01P,Low Risk,Medium Value,0.535,22.21088506124147,Maintain
CUST_F0FNOK,Low Risk,High Value,0.443,54.88443122634943,High Priority
CUST_LOL2H4,High Risk,High Value,0.57,76.95543093034232,Immediate Action
CUST_9XINOJ,High Risk,Medium Value,0.609,80.24749993999856,Immediate Action
CUST_OBJVTT,High Risk,High Value,0.671,88.25275006600158,Immediate Action
CUST_EJPQ7G,Low Risk,High Value,0.47,56.38061113466723,High Priority
CUST_G04VGE,Medium Risk,Medium Value,0.867,50.81085146043505,High Priority
CUST_EG68YX,High Risk,Medium Value,0.706,67.83830011920287,High Priority
CUST_354TO3,Medium Risk,High Value,0.656,59.21620518892453,High Priority
CUST_767DOK,Low Risk,High Value,0.434,41.68915853980495,Monitor
CUST_74UXHR,High Risk,High Value,0.525,86.38265918382041,Immediate Action
CUST_IO6PV7,High Risk,Low Value,0.536,48.82849188380521,Monitor
CUST_HYPYS4,High Risk,Low Value,0.468,59.48858572605742,High Priority
CUST_WPCPVE,High Risk,Low Value,0.627,34.4692712625103,Monitor
CUST_OL8L2Y,Low Risk,High Value,0.481,57.86142667424018,High Priority
CUST_PBGYHK,High Risk,Medium Value,0.317,64.48955574933798,High Priority
CUST_8ZY6YY,Medium Risk,Low Value,0.635,36.77879069097658,Monitor
CUST_BO8NNT,Medium Risk,Low Value,0.467,36.44829675912222,Monitor
CUST_0TFTCG,Low Risk,Medium Value,0.47,22.53878293079034,Maintain
CUST_QBKAZD,Medium Risk,Low Value,0.529,20.601088426122228,Maintain
CUST_RJB9EU,High Risk,Medium Value,0.617,68.58702008848212,High Priority
CUST_9XPD7P,High Risk,Low Value,0.329,52.22373336960087,High Priority
CUST_VHTH4H,Low Risk,Medium Value,0.424,32.35235845660296,Monitor
CUST_34QW4J,High Risk,Low Value,0.899,51.875503012072286,High Priority
CUST_9P6KPG,High Risk,Medium Value,0.423,72.15129563109514,High Priority
CUST_9OXC6M,Low Risk,Medium Value,0.496,18.910317847628342,Maintain
CUST_RREUG6,High Risk,High Value,0.541,81.89996359912638,Immediate Action
CUST_VXUM8K,High Risk,High Value,0.669,78.99453986895685,Immediate Action
CUST_J7WAS9,High Risk,High Value,0.405,92.30819939678551,Immediate Action
CUST_8BTAA4,Medium Risk,Low Value,0.465,29.90118362840708,Monitor
CUST_26UH5A,Medium Risk,High Value,0.495,64.56698960775059,High Priority
CUST_LYY2WS,Low Risk,Medium Value,0.611,27.464813155515735,Monitor
CUST_K23LEE,Low Risk,Low Value,0.531,11.318899653591686,Maintain
CUST_VW8XV0,Low Risk,High Value,0.912,35.75110802659264,Monitor
CUST_ZRDVG5,High Risk,High Value,0.353,93.07983191596598,Immediate Action
CUST_1Y0X3K,Low Risk,High Value,0.463,50.531046745121884,High Priority
CUST_4HK7EC,Medium Risk,Low Value,0.619,27.59027416658,Monitor
CUST_LZX1UJ,High Risk,High Value,0.643,83.21506116146787,Immediate Action
CUST_HH00EW,Low Risk,Low Value,0.904,18.63842332215973,Maintain
CUST_0CZH5N,Low Risk,Low Value,0.375,18.02206052945271,Maintain
CUST_UELFQ1,Low Risk,Medium Value,0.341,32.405765738377724,Monitor
CUST_I1GQLW,Low Risk,High Value,0.568,47.48448762770307,Monitor
CUST_1E21FP,High Risk,Medium Value,0.599,62.79569709673032,High Priority
CUST_3Y93KQ,High Risk,Low Value,0.545,44.183736409673834,Monitor
CUST_6ME277,Medium Risk,Medium Value,0.794,41.6911285870861,Monitor
CUST_2Y9387,High Risk,High Value,0.899,79.76826643839453,Immediate Action
CUST_6G9R16,High Risk,Medium Value,0.64,66.92160811859485,High Priority
CUST_NZBJKA,Low Risk,High Value,0.547,49.013874332983995,Monitor
CUST_NFEWMD,Low Risk,Medium Value,0.661,37.02143851452435,Monitor
CUST_4PEAGX,Medium Risk,Low Value,0.491,35.164859956638956,Monitor
CUST_3PP8P3,Low Risk,High Value,0.736,40.368410841860204,Monitor
CUST_Q5FSZG,High Risk,Low Value,0.634,48.51479835516052,Monitor
CUST_OQXQWT,High Risk,High Value,0.459,80.60307647383537,Immediate Action
CUST_EF17MD,High Risk,Low Value,0.516,40.67861228669488,Monitor
CUST_PAZKPS,High Risk,Low Value,0.528,57.39176340232166,High Priority
CUST_WBQOMQ,Low Risk,Medium Value,0.529,28.981455554933316,Monitor
CUST_XXYT1D,High Risk,Medium Value,0.349,62.65636375273007,High Priority
CUST_WF259O,High Risk,Medium Value,0.797,66.04699912797906,High Priority
CUST_L1061H,Low Risk,Medium Value,0.13,34.424972199332785,Monitor
CUST_JSIBZX,High Risk,High Value,0.504,68.8651107626583,High Priority
CUST_94SJJ1,High Risk,High Value,0.171,71.42826427834268,High Priority
CUST_S8UC0L,High Risk,Medium Value,0.079,65.1659879837116,High Priority
CUST_JPG7FZ,Medium Risk,High Value,0.165,76.56769162459898,Immediate Action
CUST_961REG,Low Risk,High Value,0.516,48.3805551333232,Monitor
CUST_IA0NJY,Medium Risk,High Value,0.732,63.28911493875853,High Priority
CUST_UAQ2NX,Medium Risk,Medium Value,0.552,47.799109178620284,Monitor
CUST_A0K46V,High Risk,Low Value,0.563,38.054085298047156,Monitor
CUST_H8H8SX,Medium Risk,Low Value,0.603,32.01246029904718,Monitor
CUST_ZXXWUF,Medium Risk,Medium Value,0.799,42.31012144291463,Monitor
CUST_DSKXH6,High Risk,Medium Value,0.683,60.98979775514612,High Priority
CUST_BKQDHP,Medium Risk,Low Value,0.425,30.849944398665563,Monitor
CUST_OZ6O97,Medium Risk,Low Value,0.698,38.329985919662064,Monitor
CUST_EXSNVH,High Risk,Low Value,0.695,60.17475419410066,High Priority
CUST_4R85KR,Low Risk,Medium Value,0.411,39.142211413073916,Monitor
CUST_A53OO7,High Risk,Medium Value,0.492,56.892697424738195,High Priority
CUST_YHKW5G,Medium Risk,Low Value,0.318,31.95163083914014,Monitor
CUST_7ZCRGK,Medium Risk,Low Value,0.48,34.74449386785283,Monitor
CUST_NMSO83,Medium Risk,Low Value,0.542,29.014334344024256,Monitor
CUST_T1EI4S,High Risk,Low Value,0.809,47.4631891165388,Monitor
CUST_SPSE8I,High Risk,Low Value,0.39,55.43753250078002,High Priority
CUST_VZB4CV,Medium Risk,Low Value,0.311,27.83974215381169,Monitor
CUST_8EW5TP,Low Risk,High Value,0.216,45.50887421298111,Monitor
CUST_0RDCDE,Medium Risk,Medium Value,0.618,59.472367336816085,High Priority
CUST_ZU1LT1,Medium Risk,Medium Value,0.612,47.418766050385216,Monitor
CUST_U96VBM,Low Risk,High Value,0.582,47.774066577597864,Monitor
CUST_24FHE1,High Risk,Low Value,0.561,33.223717369216864,Monitor
CUST_TPSIOI,Medium Risk,Medium Value,0.546,47.64638551325231,Monitor
CUST_O3O9BS,Low Risk,Low Value,0.511,18.49644591470195,Maintain
CUST_1VQ1HF,Medium Risk,High Value,0.514,62.87012688304519,High Priority
CUST_W6C054,High Risk,High Value,0.343,89.33841812203492,Immediate Action
CUST_PIEI6X,High Risk,Medium Value,0.648,67.17313415521971,High Priority
CUST_KXONSZ,Medium Risk,Low Value,0.756,41.02838868132835,Monitor
CUST_7ZITBL,High Risk,Medium Value,0.721,71.5758658207797,High Priority
CUST_EWV7EI,Low Risk,High Value,0.465,52.700220805299324,High Priority
CUST_S15BMT,Low Risk,Low Value,0.282,10.071711721081307,Maintain
CUST_HIUWVD,Medium Risk,Low Value,0.82,27.94668472043329,Monitor
CUST_O2XZ9E,High Risk,Low Value,0.296,54.196740721777324,High Priority
CUST_M96QU7,Low Risk,High Value,0.517,59.90656375753018,High Priority
CUST_ZC320F,Low Risk,High Value,0.294,37.74624390985383,Monitor
CUST_7L4P65,High Risk,High Value,0.417,96.79665911981888,Immediate Action
CUST_MAMCI0,Medium Risk,High Value,0.651,67.41113786730881,High Priority
CUST_835ARB,Low Risk,High Value,0.644,44.14941558597406,Monitor
CUST_3XB14F,Medium Risk,Low Value,0.919,31.655423730169524,Monitor
CUST_BPW1N3,Medium Risk,Low Value,0.869,32.47875749017977,Monitor
CUST_4JZ8CM,Low Risk,Low Value,0.457,17.25499411985888,Maintain
CUST_29LEQW,High Risk,High Value,0.536,84.93730049521187,Immediate Action
CUST_8NTDVF,High Risk,Low Value,0.666,46.660097842348215,Monitor
CUST_UM16GR,Low Risk,Medium Value,0.34,46.188946534716834,Monitor
CUST_S03KB1,High Risk,Low Value,0.058,53.40984383625207,High Priority
CUST_OQ6CBD,High Risk,High Value,0.929,79.7312495499892,Immediate Action
CUST_VHM5FN,Medium Risk,High Value,0.146,71.00562813507524,High Priority
CUST_ILSDIK,Low Risk,Low Value,0.161,8.587326095826299,Maintain
CUST_27B215,Low Risk,Low Value,0.328,17.06727361456675,Maintain
CUST_J7527W,High Risk,Medium Value,0.803,71.8234497627943,High Priority
CUST_K9PCQ1,Medium Risk,Medium Value,0.257,40.36390073361761,Monitor
CUST_8UU050,Medium Risk,High Value,0.638,64.38077313855533,High Priority
CUST_LW7ZRB,High Risk,Medium Value,0.479,70.10134843236239,High Priority
CUST_FKKX9G,Low Risk,High Value,0.289,51.552291254990116,High Priority
CUST_Z2127K,Low Risk,Low Value,0.604,26.73492763826332,Monitor
CUST_Y0U902,High Risk,Low Value,0.244,54.73327359856636,High Priority
CUST_ON2PFJ,Medium Risk,Low Value,0.88,36.49599590390169,Monitor
CUST_CTB6V3,High Risk,Low Value,0.369,42.26674640191365,Monitor
CUST_MI3DT9,High Risk,Low Value,0.239,51.417574021776524,High Priority
CUST_MJ67MN,High Risk,Low Value,0.611,35.55916141987408,Monitor
CUST_2MA22Q,Medium Risk,High Value,0.82,52.93551245229886,High Priority
CUST_Y91KRL,Medium Risk,Low Value,0.522,37.75774418586046,Monitor
CUST_8U3D0L,High Risk,Medium Value,0.148,67.49057977391458,High Priority
CUST_WSL12P,Low Risk,Low Value,0.846,21.43291438994536,Maintain
CUST_1T3INE,High Risk,High Value,0.274,86.32419978079474,Immediate Action
CUST_B8Y4SL,High Risk,High Value,0.614,72.04261702280854,High Priority
CUST_U218IF,High Risk,Low Value,0.049,46.083115994783874,Monitor
CUST_MUDP40,Medium Risk,High Value,0.781,51.637957310975466,High Priority
CUST_Z3XPG7,High Risk,Medium Value,0.42,61.85654055697337,High Priority
CUST_F5M0QE,High Risk,Low Value,0.572,46.788496923926175,Monitor
CUST_691C0Z,Medium Risk,Low Value,0.484,26.516344392265413,Monitor
CUST_SV6BDH,Low Risk,High Value,0.443,52.84311823483764,High Priority
CUST_JHUWSX,Low Risk,Medium Value,0.551,33.52948470763299,Monitor
CUST_B1KWZD,Low Risk,Medium Value,0.445,40.91508396201509,Monitor
CUST_7EACWI,Low Risk,High Value,0.45,49.36923486163668,Monitor
CUST_19260H,Medium Risk,Medium Value,0.038,47.294035056841366,Monitor
CUST_WITISJ,Low Risk,Low Value,0.554,20.072911749881996,Maintain
CUST_RHR2VE,Low Risk,Low Value,0.854,11.916443994655872,Maintain
CUST_J06QWM,Medium Risk,High Value,0.186,67.98384161219869,High Priority
CUST_BPKQPT,Medium Risk,High Value,0.549,62.71860324647791,High Priority
CUST_WCLQLF,Low Risk,Low Value,0.634,14.373582965991185,Maintain
CUST_J3FDZD,Low Risk,Medium Value,0.904,30.08005592134211,Monitor
CUST_N1EN6Y,High Risk,High Value,0.388,74.09416225989423,High Priority
CUST_1AXB4B,Low Risk,Low Value,0.516,16.269696472715346,Maintain
CUST_ANVRXK,Medium Risk,High Value,0.248,48.72105930542333,Monitor
CUST_ORDR41,Medium Risk,Low Value,0.563,25.874936998487964,Monitor
CUST_7ESPBH,Low Risk,Medium Value,0.8,44.56878365080762,Monitor
CUST_4N5WK3,Low Risk,Low Value,0.67,14.06897765546373,Maintain
CUST_IAY8KM,High Risk,High Value,0.555,79.29944518668448,Immediate Action
CUST_WDKVFT,Medium Risk,Medium Value,0.316,42.25784818835652,Monitor
CUST_SNHCSR,High Risk,Low Value,0.671,54.854166499996,High Priority
CUST_3XYCW3,High Risk,Medium Value,0.368,62.214865156763764,High Priority
CUST_XPQL4W,High Risk,High Value,0.524,89.40031360752658,Immediate Action
CUST_LHY1H8,Medium Risk,High Value,0.529,75.9343864252742,Immediate Action
CUST_AGC6HM,High Risk,Medium Value,0.297,77.76452634863237,Immediate Action
CUST_FT8H0Z,Medium Risk,Low Value,0.559,41.340720177284254,Monitor
CUST_5BDI9L,Medium Risk,Low Value,0.501,28.838500124002977,Monitor
CUST_NIE9CV,Low Risk,High Value,0.388,47.7614642751426,Monitor
CUST_7ACP2W,Medium Risk,Medium Value,0.587,48.77841668200037,Monitor
CUST_18DBCQ,High Risk,Medium Value,0.454,74.30565333568006,High Priority
CUST_I1XVIR,High Risk,Low Value,0.545,48.13486923686169,Monitor
CUST_KSZBFU,Medium Risk,Low Value,0.357,30.312285494851878,Monitor
CUST_P6CTN6,Low Risk,Medium Value,0.707,37.84927038248918,Monitor
CUST_FG9BML,High Risk,Medium Value,0.552,67.84599430386329,High Priority
CUST_SW0DID,Medium Risk,Low Value,0.578,17.53931094346264,Maintain
CUST_MMXPRX,High Risk,High Value,0.487,73.7772586542077,High Priority
CUST_XYPN3Y,High Risk,Low Value,0.497,37.269278462683104,Monitor
CUST_JMA52U,Medium Risk,Low Value,0.47,24.681674360184644,Maintain
CUST_8S9US6,Medium Risk,High Value,0.548,57.23267758426202,High Priority
CUST_EO6B23,High Risk,Medium Value,0.259,70.859376625039,High Priority
CUST_JX0MC3,High Risk,Medium Value,0.551,65.4329863916734,High Priority
CUST_FXYOHK,Low Risk,High Value,0.313,52.169304063297524,High Priority
CUST_SMAI48,Medium Risk,High Value,0.368,64.12336696080706,High Priority
CUST_FMR6QZ,Medium Risk,Medium Value,0.069,46.95300887221293,Monitor
CUST_O63UGJ,High Risk,Medium Value,0.343,62.57156171748122,High Priority
CUST_QPI9K8,High Risk,High Value,0.448,77.89326343832252,Immediate Action
CUST_V550OF,Medium Risk,Low Value,0.352,17.247279934718435,Maintain
CUST_GD1B6J,High Risk,Medium Value,0.68,71.5506992167812,High Priority
CUST_9RNS2P,Medium Risk,Low Value,0.504,27.259264222341336,Monitor
CUST_F584U9,High Risk,Low Value,0.756,52.15788778930694,High Priority
CUST_AA39D9,Medium Risk,High Value,0.797,72.72891949406785,High Priority
CUST_JWLCA2,High Risk,High Value,0.212,85.97584742033808,Immediate Action
CUST_4TF5P2,High Risk,High Value,0.702,87.40921382113171,Immediate Action
CUST_QOA7AE,Medium Risk,Low Value,0.833,42.740339768154435,Monitor
CUST_C53FFA,Medium Risk,Low Value,0.302,26.31309151419634,Monitor
CUST_9BFHVP,Low Risk,Low Value,0.823,11.010318247637944,Maintain
CUST_J196YB,Medium Risk,High Value,0.09,64.81314751554038,High Priority
CUST_RBWSRU,Medium Risk,High Value,0.294,65.32274174580189,High Priority
CUST_FQI5W1,Medium Risk,Medium Value,0.702,47.2807267374417,Monitor
CUST_YR2TNU,High Risk,Medium Value,0.446,70.97710745057881,High Priority
CUST_LONT89,High Risk,Low Value,0.812,53.564643551445236,High Priority
CUST_VEUNBA,High Risk,High Value,0.291,69.85013640327367,High Priority
CUST_1YBNUA,Low Risk,Low Value,0.395,16.606820563693528,Maintain
CUST_7DM9MD,Low Risk,High Value,0.525,45.09872836948087,Monitor
CUST_BSCBUW,Medium Risk,Medium Value,0.193,47.67404017696425,Monitor
CUST_V58BDN,Low Risk,Medium Value,0.54,38.12862908709809,Monitor
CUST_OZHFFR,Medium Risk,High Value,0.237,67.16687600502412,High Priority
CUST_1LLB8R,High Risk,Medium Value,0.345,74.16631199148779,High Priority
CUST_MPP72X,Medium Risk,High Value,0.565,76.47208933014392,Immediate Action
CUST_PYEA9B,High Risk,High Value,0.67,74.85770458491004,High Priority
CUST_XQS15N,Low Risk,Medium Value,0.927,23.470017280414726,Maintain
CUST_EVN6W5,Low Risk,Medium Value,0.212,23.853640487371695,Maintain
CUST_0C18PG,High Risk,Low Value,0.732,37.30978943494644,Monitor
CUST_5G504K,Medium Risk,Low Value,0.436,25.648587566101586,Monitor
CUST_O7M0U6,Medium Risk,Low Value,0.711,34.55896141507396,Monitor
CUST_ER1TR6,Low Risk,Medium Value,0.485,42.39432746385913,Monitor
CUST_MTW0ZY,Medium Risk,High Value,0.551,68.29046097106331,High Priority
CUST_OQDOHP,High Risk,High Value,0.711,73.81915165963983,High Priority
CUST_SIP61V,Medium Risk,Medium Value,0.512,42.53757090170164,Monitor
CUST_JDZCYR,Low Risk,High Value,0.653,45.12585902061649,Monitor
CUST_NVJJ7X,Medium Risk,Low Value,0.788,28.013368320839703,Monitor
CUST_JM28RI,Low Risk,High Value,0.856,43.00136003264078,Monitor
CUST_H4QSSS,High Risk,Low Value,0.302,42.69056057345376,Monitor
CUST_DUUUVJ,High Risk,High Value,0.681,80.6074525788619,Immediate Action
CUST_K7MLJO,Low Risk,Low Value,0.527,10.55654335704057,Maintain
CUST_8HV3GU,Medium Risk,High Value,0.52,65.63660127843067,High Priority
CUST_9G5CTN,Medium Risk,Low Value,0.766,29.88738329719913,Monitor
CUST_X536V9,Low Risk,Low Value,0.767,25.28556885365249,Monitor
CUST_L0R1WZ,Medium Risk,Medium Value,0.671,57.61717081209949,High Priority
CUST_44UGK5,Low Risk,High Value,0.324,49.08801211229069,Monitor
CUST_ES9RKE,Low Risk,Low Value,0.274,13.002058049393185,Maintain
CUST_JEGS1Q,Low Risk,Medium Value,0.503,31.68553445282687,Monitor
CUST_4BCNBJ,High Risk,Medium Value,0.641,55.033632807187374,High Priority
CUST_JOOPXB,High Risk,Low Value,0.617,50.134557229373506,High Priority
CUST_TQH2MG,Medium Risk,High Value,0.703,61.686194468667246,High Priority
CUST_LRSI2K,Medium Risk,High Value,0.311,65.09492027808668,High Priority
CUST_VX5PSF,High Risk,Medium Value,0.484,63.986947686744486,High Priority
CUST_NOFR78,Medium Risk,High Value,0.623,71.9381985167644,High Priority
CUST_2FAAG3,Medium Risk,Medium Value,0.677,56.2651043625047,High Priority
CUST_V7YLQW,High Risk,Low Value,0.563,59.90582173972175,High Priority
CUST_CTWXTK,Medium Risk,Medium Value,0.259,37.61948286758882,Monitor
CUST_4HBET7,Medium Risk,High Value,0.454,59.03672488139715,High Priority
CUST_4RZXHM,High Risk,Low Value,0.637,61.583928014272345,High Priority
CUST_FYD7DL,Medium Risk,High Value,0.468,70.36187668504044,High Priority
CUST_R921SM,Low Risk,Medium Value,0.612,21.699172780146725,Maintain
CUST_KOQQRI,Medium Risk,Medium Value,0.559,47.85890261366272,Monitor
CUST_83BI5L,High Risk,Low Value,0.828,42.063627527060646,Monitor
CUST_JXXP1J,High Risk,Low Value,0.494,49.32003168076034,Monitor
